time(s),x(m),y(m),z(m),vx(m/s),vy(m/s),vz(m/s),q0,q1,q2,q3,roll(rad),pitch(rad),yaw(rad)
3.3400,0.0000,0.0000,193.2048,0.0000,0.0000,36.9301,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.3500,0.0000,0.0000,193.5731,0.0000,0.0000,36.7876,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.3600,0.0000,0.0000,193.9400,0.0000,0.0000,36.6455,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.3700,0.0000,0.0000,194.3055,0.0000,0.0000,36.5037,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.3800,0.0000,0.0000,194.6696,0.0000,0.0000,36.3623,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.3900,0.0000,0.0000,195.0323,0.0000,0.0000,36.2212,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.4000,0.0000,0.0000,195.3936,0.0000,0.0000,36.0804,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.4100,0.0000,0.0000,195.7535,0.0000,0.0000,35.9400,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.4200,0.0000,0.0000,196.1119,0.0000,0.0000,35.7999,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.4300,0.0000,0.0000,196.4690,0.0000,0.0000,35.6601,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.4400,0.0000,0.0000,196.8247,0.0000,0.0000,35.5207,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.4500,0.0000,0.0000,197.1789,0.0000,0.0000,35.3815,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.4600,0.0000,0.0000,197.5318,0.0000,0.0000,35.2427,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.4700,0.0000,0.0000,197.8833,0.0000,0.0000,35.1043,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.4800,0.0000,0.0000,198.2335,0.0000,0.0000,34.9661,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.4900,0.0000,0.0000,198.5822,0.0000,0.0000,34.8283,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.5000,0.0000,0.0000,198.9296,0.0000,0.0000,34.6907,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.5100,0.0000,0.0000,199.2756,0.0000,0.0000,34.5535,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.5200,0.0000,0.0000,199.6202,0.0000,0.0000,34.4166,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.5300,0.0000,0.0000,199.9634,0.0000,0.0000,34.2800,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.5400,0.0000,0.0000,200.3053,0.0000,0.0000,34.1437,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.5500,0.0000,0.0000,200.6459,0.0000,0.0000,34.0077,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.5600,0.0000,0.0000,200.9850,0.0000,0.0000,33.8720,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.5700,0.0000,0.0000,201.3228,0.0000,0.0000,33.7367,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.5800,0.0000,0.0000,201.6593,0.0000,0.0000,33.6016,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.5900,0.0000,0.0000,201.9944,0.0000,0.0000,33.4668,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.6000,0.0000,0.0000,202.3282,0.0000,0.0000,33.3323,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.6100,0.0000,0.0000,202.6606,0.0000,0.0000,33.1981,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.6200,0.0000,0.0000,202.9917,0.0000,0.0000,33.0642,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.6300,0.0000,0.0000,203.3215,0.0000,0.0000,32.9306,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.6400,0.0000,0.0000,203.6499,0.0000,0.0000,32.7973,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.6500,0.0000,0.0000,203.9770,0.0000,0.0000,32.6642,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.6600,0.0000,0.0000,204.3027,0.0000,0.0000,32.5315,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.6700,0.0000,0.0000,204.6272,0.0000,0.0000,32.3990,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.6800,0.0000,0.0000,204.9503,0.0000,0.0000,32.2668,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.6900,0.0000,0.0000,205.2721,0.0000,0.0000,32.1349,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.7000,0.0000,0.0000,205.5925,0.0000,0.0000,32.0032,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.7100,0.0000,0.0000,205.9117,0.0000,0.0000,31.8719,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.7200,0.0000,0.0000,206.2295,0.0000,0.0000,31.7408,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.7300,0.0000,0.0000,206.5461,0.0000,0.0000,31.6100,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.7400,0.0000,0.0000,206.8613,0.0000,0.0000,31.4794,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.7500,0.0000,0.0000,207.1752,0.0000,0.0000,31.3492,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.7600,0.0000,0.0000,207.4878,0.0000,0.0000,31.2192,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.7700,0.0000,0.0000,207.7992,0.0000,0.0000,31.0894,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.7800,0.0000,0.0000,208.1092,0.0000,0.0000,30.9599,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.7900,0.0000,0.0000,208.4179,0.0000,0.0000,30.8307,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.8000,0.0000,0.0000,208.7254,0.0000,0.0000,30.7018,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.8100,0.0000,0.0000,209.0315,0.0000,0.0000,30.5731,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.8200,0.0000,0.0000,209.3364,0.0000,0.0000,30.4446,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.8300,0.0000,0.0000,209.6400,0.0000,0.0000,30.3165,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.8400,0.0000,0.0000,209.9423,0.0000,0.0000,30.1885,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.8500,0.0000,0.0000,210.2434,0.0000,0.0000,30.0608,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.8600,0.0000,0.0000,210.5431,0.0000,0.0000,29.9334,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.8700,0.0000,0.0000,210.8416,0.0000,0.0000,29.8062,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.8800,0.0000,0.0000,211.1388,0.0000,0.0000,29.6793,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.8900,0.0000,0.0000,211.4348,0.0000,0.0000,29.5526,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.9000,0.0000,0.0000,211.7294,0.0000,0.0000,29.4262,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.9100,0.0000,0.0000,212.0229,0.0000,0.0000,29.3000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.9200,0.0000,0.0000,212.3150,0.0000,0.0000,29.1741,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.9300,0.0000,0.0000,212.6059,0.0000,0.0000,29.0483,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.9400,0.0000,0.0000,212.8956,0.0000,0.0000,28.9229,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.9500,0.0000,0.0000,213.1840,0.0000,0.0000,28.7976,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.9600,0.0000,0.0000,213.4711,0.0000,0.0000,28.6726,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.9700,0.0000,0.0000,213.7570,0.0000,0.0000,28.5479,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.9800,0.0000,0.0000,214.0417,0.0000,0.0000,28.4233,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.9900,0.0000,0.0000,214.3251,0.0000,0.0000,28.2990,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.0000,0.0000,0.0000,214.6072,0.0000,0.0000,28.1750,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.0100,0.0000,0.0000,214.8881,0.0000,0.0000,28.0511,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.0200,0.0000,0.0000,215.1678,0.0000,0.0000,27.9275,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.0300,0.0000,0.0000,215.4463,0.0000,0.0000,27.8041,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.0400,0.0000,0.0000,215.7235,0.0000,0.0000,27.6809,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.0500,0.0000,0.0000,215.9995,0.0000,0.0000,27.5580,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.0600,0.0000,0.0000,216.2743,0.0000,0.0000,27.4353,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.0700,0.0000,0.0000,216.5478,0.0000,0.0000,27.3128,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.0800,0.0000,0.0000,216.8201,0.0000,0.0000,27.1905,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.0900,0.0000,0.0000,217.0912,0.0000,0.0000,27.0684,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.1000,0.0000,0.0000,217.3611,0.0000,0.0000,26.9466,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.1100,0.0000,0.0000,217.6297,0.0000,0.0000,26.8249,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.1200,0.0000,0.0000,217.8972,0.0000,0.0000,26.7035,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.1300,0.0000,0.0000,218.1634,0.0000,0.0000,26.5823,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.1400,0.0000,0.0000,218.4284,0.0000,0.0000,26.4613,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.1500,0.0000,0.0000,218.6922,0.0000,0.0000,26.3405,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.1600,0.0000,0.0000,218.9548,0.0000,0.0000,26.2199,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.1700,0.0000,0.0000,219.2162,0.0000,0.0000,26.0995,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.1800,0.0000,0.0000,219.4764,0.0000,0.0000,25.9793,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.1900,0.0000,0.0000,219.7354,0.0000,0.0000,25.8594,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.2000,0.0000,0.0000,219.9932,0.0000,0.0000,25.7396,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.2100,0.0000,0.0000,220.2498,0.0000,0.0000,25.6200,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.2200,0.0000,0.0000,220.5052,0.0000,0.0000,25.5007,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.2300,0.0000,0.0000,220.7594,0.0000,0.0000,25.3815,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.2400,0.0000,0.0000,221.0124,0.0000,0.0000,25.2625,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.2500,0.0000,0.0000,221.2643,0.0000,0.0000,25.1438,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.2600,0.0000,0.0000,221.5149,0.0000,0.0000,25.0252,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.2700,0.0000,0.0000,221.7644,0.0000,0.0000,24.9068,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.2800,0.0000,0.0000,222.0126,0.0000,0.0000,24.7886,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.2900,0.0000,0.0000,222.2597,0.0000,0.0000,24.6706,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.3000,0.0000,0.0000,222.5057,0.0000,0.0000,24.5528,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.3100,0.0000,0.0000,222.7504,0.0000,0.0000,24.4352,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.3200,0.0000,0.0000,222.9940,0.0000,0.0000,24.3177,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.3300,0.0000,0.0000,223.2364,0.0000,0.0000,24.2005,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.3400,0.0000,0.0000,223.4776,0.0000,0.0000,24.0834,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.3500,0.0000,0.0000,223.7177,0.0000,0.0000,23.9665,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.3600,0.0000,0.0000,223.9565,0.0000,0.0000,23.8498,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.3700,0.0000,0.0000,224.1943,0.0000,0.0000,23.7333,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.3800,0.0000,0.0000,224.4308,0.0000,0.0000,23.6170,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.3900,0.0000,0.0000,224.6662,0.0000,0.0000,23.5008,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.4000,0.0000,0.0000,224.9005,0.0000,0.0000,23.3848,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.4100,0.0000,0.0000,225.1335,0.0000,0.0000,23.2690,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.4200,0.0000,0.0000,225.3654,0.0000,0.0000,23.1534,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.4300,0.0000,0.0000,225.5962,0.0000,0.0000,23.0380,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.4400,0.0000,0.0000,225.8258,0.0000,0.0000,22.9227,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.4500,0.0000,0.0000,226.0543,0.0000,0.0000,22.8076,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.4600,0.0000,0.0000,226.2816,0.0000,0.0000,22.6926,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.4700,0.0000,0.0000,226.5078,0.0000,0.0000,22.5779,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.4800,0.0000,0.0000,226.7328,0.0000,0.0000,22.4633,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.4900,0.0000,0.0000,226.9566,0.0000,0.0000,22.3488,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.5000,0.0000,0.0000,227.1794,0.0000,0.0000,22.2346,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.5100,0.0000,0.0000,227.4009,0.0000,0.0000,22.1205,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.5200,0.0000,0.0000,227.6214,0.0000,0.0000,22.0065,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.5300,0.0000,0.0000,227.8407,0.0000,0.0000,21.8928,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.5400,0.0000,0.0000,228.0589,0.0000,0.0000,21.7792,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.5500,0.0000,0.0000,228.2759,0.0000,0.0000,21.6657,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.5600,0.0000,0.0000,228.4918,0.0000,0.0000,21.5524,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.5700,0.0000,0.0000,228.7066,0.0000,0.0000,21.4393,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.5800,0.0000,0.0000,228.9202,0.0000,0.0000,21.3263,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.5900,0.0000,0.0000,229.1327,0.0000,0.0000,21.2135,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.6000,0.0000,0.0000,229.3441,0.0000,0.0000,21.1009,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.6100,0.0000,0.0000,229.5544,0.0000,0.0000,20.9884,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.6200,0.0000,0.0000,229.7635,0.0000,0.0000,20.8760,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.6300,0.0000,0.0000,229.9715,0.0000,0.0000,20.7638,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.6400,0.0000,0.0000,230.1784,0.0000,0.0000,20.6518,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.6500,0.0000,0.0000,230.3842,0.0000,0.0000,20.5399,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.6600,0.0000,0.0000,230.5888,0.0000,0.0000,20.4282,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.6700,0.0000,0.0000,230.7924,0.0000,0.0000,20.3166,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.6800,0.0000,0.0000,230.9948,0.0000,0.0000,20.2051,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.6900,0.0000,0.0000,231.1961,0.0000,0.0000,20.0938,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.7000,0.0000,0.0000,231.3963,0.0000,0.0000,19.9827,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.7100,0.0000,0.0000,231.5954,0.0000,0.0000,19.8716,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.7200,0.0000,0.0000,231.7934,0.0000,0.0000,19.7608,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.7300,0.0000,0.0000,231.9902,0.0000,0.0000,19.6501,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.7400,0.0000,0.0000,232.1860,0.0000,0.0000,19.5395,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.7500,0.0000,0.0000,232.3807,0.0000,0.0000,19.4290,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.7600,0.0000,0.0000,232.5742,0.0000,0.0000,19.3187,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.7700,0.0000,0.0000,232.7667,0.0000,0.0000,19.2086,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.7800,0.0000,0.0000,232.9580,0.0000,0.0000,19.0986,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.7900,0.0000,0.0000,233.1483,0.0000,0.0000,18.9887,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.8000,0.0000,0.0000,233.3374,0.0000,0.0000,18.8789,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.8100,0.0000,0.0000,233.5255,0.0000,0.0000,18.7693,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.8200,0.0000,0.0000,233.7124,0.0000,0.0000,18.6598,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.8300,0.0000,0.0000,233.8983,0.0000,0.0000,18.5505,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.8400,0.0000,0.0000,234.0831,0.0000,0.0000,18.4412,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.8500,0.0000,0.0000,234.2668,0.0000,0.0000,18.3322,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.8600,0.0000,0.0000,234.4494,0.0000,0.0000,18.2232,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.8700,0.0000,0.0000,234.6309,0.0000,0.0000,18.1144,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.8800,0.0000,0.0000,234.8113,0.0000,0.0000,18.0057,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.8900,0.0000,0.0000,234.9906,0.0000,0.0000,17.8971,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.9000,0.0000,0.0000,235.1689,0.0000,0.0000,17.7887,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.9100,0.0000,0.0000,235.3460,0.0000,0.0000,17.6803,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.9200,0.0000,0.0000,235.5221,0.0000,0.0000,17.5721,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.9300,0.0000,0.0000,235.6971,0.0000,0.0000,17.4641,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.9400,0.0000,0.0000,235.8710,0.0000,0.0000,17.3561,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.9500,0.0000,0.0000,236.0439,0.0000,0.0000,17.2483,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.9600,0.0000,0.0000,236.2156,0.0000,0.0000,17.1406,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.9700,0.0000,0.0000,236.3863,0.0000,0.0000,17.0330,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.9800,0.0000,0.0000,236.5560,0.0000,0.0000,16.9255,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.9900,0.0000,0.0000,236.7245,0.0000,0.0000,16.8182,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5.0000,0.0000,0.0000,236.8920,0.0000,0.0000,16.7110,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
